May 19 2025,id,fullName,country,age,rating2,rating1,KDDiff,maps,rounds,kills,deaths,KDRatio,HSRatio,adr,ratingTop20,ratingYear,clutchesTotal,teams,majorsWon,majorsPlayed,LANsWon,LANsPlayed,MVPs,top20s,top10s,topPlacement
m4tthi,18048,Mateusz Szambelan,Poland,23,1.07,N/A,541,410,10741,7586,7045,1.08,32.5,72.5,1.05,"{""2018"":1.08,""2020"":0.92,""2021"":1.08,""2022"":1.06,""2023"":1.06,""2024"":1.01}",174,"[""8248/PACT"",""8813/Illuminar"",""11387/UNGENTIUM"",""10476/CLEANTmix"",""8209/Pompa"",""9580/GRIFFINS"",""11086/POGGERZ"",""9362/NOM"",""12166/Twisted Minds"",""13001/Mission Possible"",""12975/ex-Enterprise"",""12459/Wu-Tang""]",0,0,0,0,0,0,0,N/A
broky,18053,Helvijs Saukants,Latvia,24,1.11,1.08,2964,1200,30747,21715,18751,1.16,36.8,73,1.09,"{""2018"":1.35,""2019"":1.02,""2020"":1.06,""2021"":1.08,""2022"":1.14,""2023"":1.09,""2024"":1.08}",492,"[""6667/FaZe"",""12079/One Shot"",""10225/ex-Epsilon"",""4688/Epsilon"",""7340/Wolsung""]",1,6,9,53,3,4,3,6
Demho,18070,Patryk Tomaszewski,Poland,24,1.02,N/A,-307,839,20703,13286,13593,0.98,47.7,71.3,0.91,"{""2018"":0.71,""2019"":0.83,""2021"":0.93,""2022"":0.93,""2023"":0.98,""2024"":0.99}",316,"[""12117/Let us cook"",""8813/Illuminar"",""12195/Seychelles"",""12184/ODLOTOWE AGENTKI"",""10973/Anonymo"",""11217/ex-Pompa"",""8209/Pompa"",""10476/CLEANTmix"",""7834/Pompa Black"",""5195/Planetkey"",""11628/ThunderFlash"",""12590/ex-ThunderFlash"",""10873/Enterprise"",""12916/Apogee"",""13017/Haspers"",""12975/ex-Enterprise"",""12916/Betclic""]",0,0,0,0,0,0,0,N/A
torzsi,18072,Ádám Torzsás,Hungary,23,1.15,1.14,3251,918,23037,17071,13820,1.24,30.7,74.5,1.09,"{""2018"":1.14,""2019"":1.14,""2020"":1.13,""2021"":1.23,""2022"":1.08,""2023"":1.09,""2024"":1.1}",381,"[""4494/MOUZ"",""11176/MOUZ NXT"",""9802/Budapest Five"",""9939/Salamander"",""10210/GAMERZONE"",""7615/HoP"",""9590/HyperioN""]",0,4,4,36,1,1,0,20
Edgar,18083,Edgar Quiroga,Spain,26,0.5,N/A,-24,2,46,16,40,0.4,50,49.2,N/A,"{""2018"":0.46}",0,"[""9481/x6tence Galaxy""]",0,0,0,0,0,0,0,N/A
micro,18090,Jack Ryan,United States,22,0.96,0.91,-668,296,7441,4811,5479,0.88,50.3,71.8,0.71,"{""2018"":0.71,""2019"":0.87,""2020"":0.85,""2021"":0.88,""2022"":0.96,""2023"":0.92,""2024"":0.87}",73,"[""12611/vagrants""]",0,0,0,0,0,0,0,N/A
yoki,18100,Yerbol Altaiuly,Kazakhstan,24,1.11,N/A,36,17,456,329,293,1.12,37.7,78.1,N/A,"{""2018"":1.06,""2019"":1.35,""2020"":1.06,""2021"":0.97}",4,"[""11139/ForceArena Lviv"",""10525/100PG"",""9599/Honor & Glory""]",0,0,0,0,0,0,0,N/A
wippie,18105,Maxim Shepelev,Russia,24,1.13,N/A,359,116,3030,2282,1923,1.19,38,78.2,1.16,"{""2018"":1.18,""2019"":1.06,""2020"":1.14,""2021"":1.14}",40,"[""10357/Rebirth"",""7726/Swole Patrol"",""10792/ex-Recon 5"",""10017/Rugratz"",""10667/ex-eUnited"",""7106/eUnited"",""9085/Chaos"",""9015/MDL All-Star steel"",""7612/Ben's Anime Team"",""10080/New Identity"",""10217/nambla"",""9607/Royal"",""9379/Infamous"",""9514/blitz""]",0,0,0,0,0,0,0,N/A
Rampage,18115,Ramal Silva,United States,23,1.04,N/A,-223,232,6136,4176,4399,0.95,44,76.2,0.89,"{""2018"":1.25,""2019"":0.99,""2020"":0.93}",68,"[""9888/New England Whalers"",""10538/Asuna's Anime Aimers"",""10532/RamaL"",""9277/ETHEREAL"",""10357/Rebirth"",""10012/Offbeat"",""8084/The Fundamentals"",""9615/Thunder Logic""]",0,0,0,0,0,0,0,N/A
b0r1,18118,Jon Nuredini,Albania,24,0.96,N/A,-33,18,482,291,324,0.9,50.9,67.5,N/A,"{""2018"":0.82,""2020"":0.9}",6,"[""10697/BLINK"",""9610/Gamezone""]",0,0,0,0,0,0,0,N/A
sinnopsyy,18120,Dionis Budeci,Kosovo,29,1.03,0.97,-1293,1243,31740,21524,22817,0.94,56.6,77.9,0.94,"{""2018"":1.12,""2019"":0.95,""2020"":0.97,""2021"":0.98,""2022"":0.99,""2023"":0.94,""2024"":0.92}",371,"[""11518/Bad News Eagles"",""10697/BLINK"",""10488/Secret"",""10855/HERCEGNOVI"",""7376/m1x"",""4674/LDLC"",""10050/FFAmix"",""9020/Throw Potential"",""9610/Gamezone"",""12527/Guild Eagles"",""12819/ex-Guild Eagles"",""12846/M1X KS"",""11164/Into the Breach"",""13128/moneyF""]",0,3,0,0,0,0,0,N/A
zks,18125,Aleksi Nissinen,Finland,25,0.96,0.92,-390,265,6941,4334,4724,0.92,51,69.7,0.81,"{""2018"":0.65,""2019"":0.79,""2021"":0.94,""2022"":0.94,""2023"":0.85,""2024"":0.77}",87,"[""12992/cspojat""]",0,0,0,0,0,0,0,N/A
meztal,18129,Tal Hahiashvili,Israel,24,0.97,N/A,-396,253,6202,3836,4232,0.91,59,68.3,N/A,"{""2018"":1.09,""2020"":0.99,""2021"":0.95,""2022"":0.99,""2023"":0.9,""2024"":0.86}",81,"[""7234/Endpoint"",""10817/Invictus International"",""11857/JiJieHao International"",""5077/Israel"",""11689/FPLCKINGS"",""11519/fullshock"",""9362/NOM"",""7739/Uniquestars"",""11162/p0tatos"",""10276/Finest"",""9627/Horus"",""11911/K10"",""12937/DRILLAS"",""13188/TheShtrongolZ"",""13118/Adventurers""]",0,0,0,0,0,0,0,N/A
Quantium,18136,Sergey Malchenko,Russia,25,0.85,N/A,-196,42,1052,576,772,0.75,45.3,64.4,N/A,"{""2018"":0.69,""2019"":0.69,""2020"":0.88,""2021"":0.58}",9,"[""11330/MayBe"",""10749/Z-Zombies"",""8305/DreamEaters"",""10098/Warthox"",""9630/AdskiyRazgon""]",0,0,0,0,0,0,0,N/A
sabAAA,18138,Sabri Aboudi,Algeria,22,1.03,N/A,-26,65,1767,1229,1255,0.98,53.3,75.7,0.6,"{""2018"":1.15,""2019"":1,""2021"":0.9}",14,"[""10814/mew"",""11287/vSlash"",""10530/Legends"",""6586/Viva Algeria"",""10098/Warthox"",""8346/Heretics"",""10324/XDDD"",""10257/Fragbox"",""9924/ATMOS"",""9796/PEEKERS""]",0,0,0,0,0,0,0,N/A
f4stzin,18140,Arthur Schmitt,Brazil,26,1.04,0.97,-431,640,16077,10905,11336,0.96,55.7,74.4,0.86,"{""2018"":0.96,""2019"":0.99,""2020"":0.95,""2021"":0.98,""2022"":0.97,""2023"":0.98,""2024"":0.98}",128,"[""12065/Flamengo"",""10894/Case"",""11381/Asterys"",""11307/ozbonz"",""9455/Imperial"",""8728/Yeah"",""6033/Keyd"",""4773/paiN"",""9803/Evidence"",""9632/NOORG"",""12544/adalYamigos"",""2516/inSanitY""]",0,0,0,0,0,0,0,N/A
biguzera,18141,Rodrigo Bittencourt,Brazil,28,1.14,1.08,2047,1331,33086,23373,21326,1.1,52,79.5,1.04,"{""2018"":1.29,""2019"":1.09,""2020"":1.09,""2021"":1.08,""2022"":1.09,""2023"":1.04,""2024"":1.01}",419,"[""4773/paiN"",""11688/Happy Mouse"",""9370/ex-Wild"",""9632/NOORG""]",0,4,0,0,0,0,0,N/A
clouden,18150,Gereltod Jargal,Mongolia,24,0.96,N/A,-213,108,2359,1516,1729,0.88,52.6,73.5,N/A,"{""2018"":0.55,""2020"":0.88,""2022"":0.88,""2023"":0.88,""2024"":0.97}",26,"[""11585/IHC"",""11656/Clutch"",""12825/The QUBE"",""12758/ROUX"",""11328/ARAVT"",""11619/The Shine"",""7109/Born in Mongolia"",""9638/T-Arena"",""12900/NomadS""]",0,0,0,0,0,0,0,N/A
k4Mi,18152,Xielin Zhu,China,23,0.9,N/A,-73,29,705,405,478,0.85,51.9,61.8,N/A,"{""2018"":0.78,""2019"":0.91,""2022"":0.77,""2024"":0.84}",8,"[""11514/Rare Atom"",""7798/wNv"",""9640/NIRVANA.Phoenix"",""4863/TYLOO""]",0,0,0,0,0,0,0,N/A
7oX1C,18156,Yevhenii Motsevyi,Ukraine,23,0.99,N/A,-435,404,10485,6625,7060,0.94,54.2,71.3,0.94,"{""2018"":0.74,""2019"":1.11,""2020"":0.91,""2021"":0.99,""2022"":0.94,""2023"":1.16,""2024"":0.86}",108,"[""5310/HellRaisers"",""9184/Gucci Squad"",""11079/Trasko"",""10473/Project X"",""10150/CR4ZY"",""10130/Ambulance"",""9751/RICKED"",""9645/UA$AP"",""12087/Lazer Cats"",""12982/SkyFury""]",0,0,0,0,0,0,0,N/A
Bibu,18163,Bebu Aadil,Iraq,23,1.02,0.95,-293,465,11457,7353,7646,0.96,55.9,71.7,0.86,"{""2018"":1.09,""2019"":1.14,""2020"":0.96,""2021"":0.89,""2022"":0.96,""2023"":0.94,""2024"":0.96}",161,"[""10245/JiJieHao"",""12914/Qiang""]",0,0,0,0,0,0,0,N/A
saiyo,18206,Paul Saiyo,United States,26,0.87,N/A,-66,17,431,255,321,0.79,48.2,66.1,N/A,"{""2018"":0.5,""2019"":0.83}",10,"[""10304/Triumph"",""10223/imperial"",""10006/UCSC"",""9663/Hot Ass""]",0,0,0,0,0,0,0,N/A
Obs1dian,18207,Alex Conrad,United States,24,0.83,N/A,-120,26,621,367,487,0.75,51.5,70,N/A,"{""2018"":0.32,""2019"":0.82,""2020"":0.81}",3,"[""9663/Hot Ass"",""10304/Triumph"",""10223/imperial"",""9805/Lowkey""]",0,0,0,0,0,0,0,N/A
penny,18208,Erik Penny,Canada,20,1.08,N/A,225,228,6019,4413,4188,1.05,49.6,79.1,0.89,"{""2018"":1.13,""2019"":1.04,""2020"":1.05}",87,"[""10304/Triumph"",""10282/OCG"",""10017/Rugratz"",""10463/Recon 5"",""10302/Divine"",""10240/Kansas City Pioneers"",""9176/iNTACT"",""8857/Cyclone"",""9664/Steam Rollers""]",0,0,0,0,0,0,0,N/A
nettik,18214,Corey Browne,New Zealand,21,1.23,1.16,1929,560,13503,10575,8646,1.22,56.4,85.7,1.07,"{""2018"":0.78,""2019"":1.19,""2020"":1.15,""2021"":1.19,""2022"":1.12,""2023"":1.15,""2024"":1.19}",207,"[""9881/Rooster"",""8210/TALON"",""12774/FlyQuest"",""13212/ex-TALON""]",0,0,0,0,0,0,0,N/A
Tadpole,18218,Kirk Stephens,United Kingdom,20,0.96,N/A,-484,278,7389,4591,5075,0.9,48.8,70.3,0.87,"{""2018"":0.8,""2019"":0.74,""2020"":0.87,""2021"":0.94,""2022"":0.89}",79,"[""9506/Viperio"",""11553/Dripmen"",""11527/EKO"",""11606/FAMBIT"",""11164/Into the Breach"",""11389/RATIO'D"",""8276/calm"",""10879/UMX"",""10545/Chetz"",""8823/Wind and Rain"",""9672/gamingxd""]",0,0,0,0,0,0,0,N/A
Adam9130,18219,Adam Ahmad,United Kingdom,26,0.98,0.89,-1736,716,19221,12030,13766,0.87,40,73.1,0.93,"{""2018"":0.89,""2019"":0.96,""2020"":0.84,""2021"":0.87,""2022"":0.9,""2023"":0.89,""2024"":1.02}",177,"[""12002/The Neighbours"",""12239/Into the Win"",""12095/Into the Bin"",""11481/ex-Into the Breach"",""11164/Into the Breach"",""11389/RATIO'D"",""8276/calm"",""9928/GamerLegion"",""11038/Tutsis Angels"",""8020/Vexed"",""10652/HaBzz"",""9674/London"",""9839/reflex"",""9553/Orgles5"",""9672/gamingxd"",""12512/ex-RAPTORS EC"",""12344/RAPTORS EC"",""12779/EXO"",""12696/SRK"",""11909/7AM"",""11911/K10""]",0,0,0,0,0,0,0,N/A
Spinx,18221,Lotan Giladi,Israel,24,1.13,1.09,2049,868,21990,16049,14000,1.15,55.4,78,1.11,"{""2018"":1.02,""2019"":1.13,""2020"":1.08,""2021"":1.08,""2022"":1.07,""2023"":1.12,""2024"":1.1}",326,"[""9565/Vitality"",""12353/NAVITY"",""4869/ENCE"",""11706/Team Smoke"",""10606/c0ntact"",""10725/Elites"",""10766/Tikitakan"",""8909/Aequus"",""7666/Defusekids"",""10054/nonamer5"",""7739/Uniquestars"",""4494/MOUZ""]",1,6,8,39,13,3,1,5
THRONE,18224,Max Semenov,Ukraine,27,0.92,N/A,-217,73,1856,1135,1352,0.84,49.3,70.7,N/A,"{""2018"":0.8,""2019"":0.79,""2020"":0.91,""2021"":0.83}",16,"[""10594/SpeedRunners"",""9673/MAJESTY"",""10150/CR4ZY"",""10421/Hard Legion"",""10677/Cyber Legacy""]",0,0,0,0,0,0,0,N/A
kapacho,18225,Ivan Koplenko,Ukraine,23,1.03,0.98,-29,286,7489,4866,4895,0.99,58.8,72.1,0.91,"{""2018"":0.97,""2019"":0.94,""2020"":1,""2021"":0.96,""2022"":0.91}",98,"[""11632/BOOMSHAKE"",""11175/KHAN"",""11168/TBATBATBA"",""11028/beznadejdi"",""10371/NAVI Junior"",""10195/bootcampPARTY"",""9673/MAJESTY""]",0,0,0,0,0,0,0,N/A
Drobnyy,18226,Anton Drobny,Ukraine,25,0.99,N/A,-34,97,2339,1592,1626,0.98,29.7,69.7,N/A,"{""2018"":1.1,""2019"":1.07,""2020"":1.06,""2021"":0.88,""2022"":0.79,""2023"":0.92,""2024"":0.86}",40,"[""12227/SHAPITO"",""11962/MixUA"",""10594/SpeedRunners"",""10935/Marlian"",""10421/Hard Legion"",""10401/Royalty"",""9673/MAJESTY"",""12529/INGLORIOUS"",""12794/NoChance""]",0,0,0,0,0,0,0,N/A
SENSEi,18227,Dmitriy Shvorak,Ukraine,24,1.2,1.16,3187,623,16671,12370,9183,1.35,31,75.9,1.1,"{""2018"":1.03,""2019"":1.13,""2020"":1.14,""2021"":1.19,""2022"":1.17}",294,"[""12226/Taipan"",""11982/IKLA"",""11716/Iron Branch"",""10888/EC Kyiv"",""10831/Entropiq"",""5144/Ukraine"",""11385/Run or Die"",""11424/ex-Akuma"",""11148/Akuma"",""11131/WaitForTag"",""10473/Project X"",""10150/CR4ZY"",""10129/OneWay"",""9748/NorBant"",""10095/N4M1N0R"",""9673/MAJESTY""]",0,0,0,0,0,0,0,N/A
rjy,18228,Dmitry Chumak,Ukraine,31,0.82,N/A,-93,18,429,204,297,0.69,57.8,57.1,0.83,"{""2018"":0.73,""2019"":0.89,""2021"":0.65,""2022"":0.82,""2023"":0.64}",2,"[""12266/L&G"",""11241/B8"",""11154/ex-Marlian"",""10130/Ambulance"",""9673/MAJESTY""]",0,0,0,0,0,0,0,N/A
Smash,18240,Oleksandr Turchyn,Ukraine,22,1.05,0.97,-179,734,18215,12061,12240,0.99,51.8,74.1,1,"{""2018"":0.68,""2020"":0.9,""2021"":0.99,""2022"":0.95,""2024"":0.98}",227,"[""12818/FAVBET""]",0,0,0,0,0,0,0,N/A
Russ,18266,Russel Mendes,United Kingdom,25,1.12,N/A,125,69,1843,1320,1195,1.1,41.7,75.4,N/A,"{""2018"":0.84,""2019"":1.05,""2020"":1.1}",26,"[""8020/Vexed"",""10652/HaBzz"",""7234/Endpoint"",""10033/BuzzKill"",""9701/Revelation"",""9790/ROG HenryG""]",0,0,0,0,0,0,0,N/A
znx,18271,Alex Webster,United Kingdom,24,1.05,N/A,-18,52,1439,1035,1053,0.98,56.1,76.7,N/A,"{""2018"":1.04,""2019"":0.99,""2020"":0.95}",23,"[""9553/Orgles5"",""8369/Smoke Criminals"",""9674/London"",""7234/Endpoint"",""9984/DarkSpawn"",""6297/CeX""]",0,0,0,0,0,0,0,N/A
nat1ve,18278,Danylo Bakin,Ukraine,22,0.99,N/A,-250,168,4485,2929,3179,0.92,52.2,73.4,1.05,"{""2018"":1.03,""2019"":0.86,""2020"":0.91,""2021"":0.96,""2022"":1.29}",50,"[""11632/BOOMSHAKE"",""11385/Run or Die"",""11241/B8"",""11154/ex-Marlian"",""10935/Marlian"",""9673/MAJESTY"",""10150/CR4ZY"",""10677/Cyber Legacy"",""10594/SpeedRunners"",""10401/Royalty"",""8542/Lin4evateli""]",0,0,0,0,0,0,0,N/A
jitter,18295,Jordon Ruggiero,United States,21,1.04,0.97,-290,400,10745,7296,7586,0.96,50.8,76.7,0.66,"{""2018"":0.82,""2019"":1.01,""2020"":1,""2021"":0.98,""2022"":0.95,""2023"":0.88,""2024"":0.74}",101,"[""12611/vagrants"",""10464/timbermen"",""12154/yur"",""12141/Demon Time"",""11298/Strife"",""11521/Carpe Diem"",""10258/RBG"",""10747/Secret Club"",""10722/Morning Light"",""8085/Final Feature"",""9003/Hysteria"",""9693/Hentai Hooligans""]",0,0,0,0,0,0,0,N/A
GreK,18313,Igor Shebzukhov,Russia,21,0.97,N/A,-263,172,4473,2913,3176,0.92,50.3,71.6,0.94,"{""2018"":0.57,""2019"":0.88,""2020"":0.87,""2021"":0.94,""2022"":0.96}",45,"[""11728/Russia U23"",""11292/1shot"",""11095/LeGodz"",""10817/Invictus International"",""7367/Quantum Bellator Fire"",""10474/Cerberus"",""10384/NALANE"",""10228/Future Perfect"",""10103/HealthPoint"",""9997/QQ"",""9767/ONLYUP"",""9737/EBOOT""]",0,0,0,0,0,0,0,N/A
magixx,18317,Boris Vorobiev,Russia,21,1.05,1,604,1090,27491,17493,16889,1.04,55.4,70,1.01,"{""2018"":0.88,""2019"":0.95,""2020"":1.01,""2021"":0.98,""2022"":1.05,""2023"":1,""2024"":0.94}",328,"[""7020/Spirit"",""8669/Espada"",""10103/HealthPoint"",""9997/QQ"",""9739/gothboiclique"",""12494/FatherS And Sons""]",1,5,7,26,1,0,0,N/A
dekz,18318,Maksim Korolev,Russia,21,1.01,N/A,-139,160,3480,2260,2399,0.94,53.8,71.6,0.73,"{""2018"":0.96,""2021"":0.91,""2023"":1.01,""2024"":0.94}",40,"[""12341/Team Aunkere"",""11371/xDDDD"",""11025/CrowCrowd"",""11113/AVE"",""10421/Hard Legion"",""9739/gothboiclique"",""12666/PIXEL"",""12694/RUBY""]",0,0,0,0,0,0,0,N/A
KAISER,18322,Gianfranco Pantano,Argentina,24,1.08,1.04,578,417,9950,6803,6225,1.09,34,72.5,1.12,"{""2018"":0.9,""2019"":0.88,""2021"":1.11,""2022"":1.08,""2023"":0.99,""2024"":1.05}",173,"[""12776/Bounty Hunters""]",0,0,0,0,0,0,0,N/A
callum_murray,18346,Callum Hardy,Australia,25,0.95,0.9,-587,269,6757,4269,4856,0.88,51.4,71.9,N/A,"{""2018"":0.89,""2019"":0.93,""2020"":0.93,""2021"":0.95,""2022"":0.84,""2023"":0.81}",66,"[""12102/Stirlzs Angels"",""11204/Warriors"",""11776/Morbin5"",""11400/ex-FURY"",""10299/FURY"",""7972/R!OT"",""10507/Mako"",""9253/Formidable"",""10506/srry4waht"",""9750/PC419""]",0,0,0,0,0,0,0,N/A
SLiNKY,18411,José Valera,Portugal,29,1.03,N/A,-3,7,197,137,140,0.98,45.3,74.5,N/A,"{""2018"":1.14,""2019"":0.74}",0,"[""9768/Baecon""]",0,0,0,0,0,0,0,N/A
DSSj,18447,Timur Abdullin,Uzbekistan,27,1.07,1.01,244,382,9026,6217,5973,1.04,37.3,72.3,0.93,"{""2018"":0.56,""2019"":1.11,""2021"":0.65,""2022"":0.92,""2023"":1.04,""2024"":1}",152,"[""10459/ARCRED""]",0,0,0,0,0,0,0,N/A
fostar,18456,Stanislav Ostashevskiy,Ukraine,25,1.02,N/A,-337,457,11836,7608,7945,0.96,48.1,73.5,0.85,"{""2019"":0.84,""2020"":1,""2021"":0.97,""2022"":0.91,""2023"":0.92,""2024"":0.89}",153,"[""12373/MelBet"",""11174/PORTUGAL"",""11883/9 Pandas"",""12216/Source2"",""7969/Nemiga"",""11801/Cossacks"",""11759/KJlACCHblE"",""10621/1WIN"",""11079/Trasko"",""11035/GLADIATORS"",""10931/IN.GAME"",""10841/BEZ ZP"",""10677/Cyber Legacy"",""7898/pro100"",""4962/fbg"",""10475/2BYL9"",""8589/5balls"",""9792/ROG ceh9"",""12538/Team mopoz"",""12377/GhoulsW"",""12694/RUBY"",""13046/CS2News"",""12966/BOGATYRI"",""12009/Permitta"",""13272/ex-Permitta""]",0,0,0,0,0,0,0,N/A
mezii,18462,William Merriman,United Kingdom,26,1.11,1.07,1555,945,24229,16837,15282,1.1,52.1,76.9,1.05,"{""2019"":1.08,""2020"":1.08,""2021"":1.1,""2022"":1.05,""2023"":1.01,""2024"":0.98}",384,"[""4991/fnatic"",""12078/Rush A Rush B"",""7234/Endpoint"",""5752/Cloud9"",""9928/GamerLegion"",""8020/Vexed"",""9674/London"",""9553/Orgles5"",""9565/Vitality""]",0,4,8,35,2,0,0,N/A
Grashog,18465,Denis Hristov,Bulgaria,25,0.9,N/A,-1032,280,7223,3954,4986,0.79,47,63.7,0.77,"{""2019"":1.05,""2020"":0.93,""2021"":0.87,""2022"":0.77,""2023"":0.81,""2024"":0.84}",68,"[""12000/500"",""10737/HONORIS"",""8068/AGO"",""11064/ESCA"",""11217/ex-Pompa"",""10386/SKADE"",""8209/Pompa"",""10871/Gaminate"",""9798/BULGI"",""12910/500 Rush"",""4532/ESC"",""13125/Persona Grata""]",0,0,0,0,0,0,0,N/A
sarenii,18469,Nemanja Šarenac,Serbia,26,0.97,N/A,-893,388,10262,6477,7370,0.88,46.1,72.3,1.02,"{""2019"":0.89,""2020"":0.88,""2021"":0.88,""2022"":0.98,""2023"":0.89,""2024"":0.87}",84,"[""6128/Jake Bube"",""10509/Juggernauts"",""9802/Budapest Five"",""5109/Bosnia & Herzegovina"",""11525/KTRL"",""10933/4glory"",""11087/FULL SHOCK"",""5347/BLUEJAYS"",""10889/cTa"",""10162/Tenerife Titans"",""7711/lvlUP"",""10453/ex-BLUEJAYS"",""10194/FPL-CTalents"",""9679/Akopalipsa""]",0,0,0,0,0,0,0,N/A
S1ren,18506,Pavel Ogloblin,Russia,22,1.05,N/A,228,702,16877,11166,10938,1.02,55.1,72.2,0.98,"{""2019"":0.5,""2021"":0.97,""2022"":1.01,""2023"":0.98,""2024"":0.99}",223,"[""12394/BetBoom"",""7020/Spirit"",""7900/Spirit Academy"",""9809/HaMoPeDe""]",0,2,0,12,0,0,0,N/A
sugaR,18510,Amin Azimov,Azerbaijan,26,1.06,N/A,267,731,17946,12123,11856,1.02,59.4,74.9,0.92,"{""2019"":0.72,""2020"":0.85,""2021"":0.96,""2022"":0.92,""2023"":0.97,""2024"":1.07}",240,"[""11331/Websterz"",""12136/Shababs Botten"",""12044/Boston crab"",""8135/FORZE"",""11861/Aurora"",""11219/INDE IRAE"",""11654/ASG"",""11113/AVE"",""7334/FiRENATiON"",""7610/NOTBAD"",""12500/heartless"",""12124/Insilio""]",0,0,0,0,0,0,0,N/A
asap,18545,Tyson Paterson,Australia,22,1.16,1.07,1139,561,13317,9891,8752,1.13,52.8,81.7,0.97,"{""2019"":1.05,""2020"":1.16,""2021"":1.06,""2022"":1.03,""2023"":1.07,""2024"":1.03}",174,"[""9881/Rooster""]",0,0,0,0,0,0,0,N/A
laser,18549,Eduardo Chshekin,Kazakhstan,23,0.97,0.94,-598,478,11588,7420,8018,0.93,50.1,69.7,0.78,"{""2019"":0.99,""2020"":0.92,""2021"":1.1,""2022"":1.02,""2023"":0.87,""2024"":0.85}",154,"[""10900/KRÜ""]",0,0,0,0,0,0,0,N/A
tom1jed,18554,Tomas Rivero,Argentina,22,1.01,0.95,-646,487,11874,7997,8643,0.93,66.2,74.3,0.62,"{""2019"":0.83,""2020"":1.04,""2021"":1.06,""2022"":0.92,""2023"":0.94,""2024"":0.87}",134,"[""12548/Dusty Roots"",""6208/Argentina""]",0,0,0,0,0,0,0,N/A
jemi,18558,Jemi Mäkinen,Finland,24,1,N/A,-317,339,9096,5814,6131,0.95,43,72,0.86,"{""2019"":1.01,""2020"":1.03,""2021"":0.88,""2022"":1.07}",95,"[""11694/Cocolovers"",""7865/HAVU"",""8504/SJ"",""10717/Veto"",""10441/HUKKA"",""6420/KoN Finland""]",0,0,0,0,0,0,0,N/A
leaf,18560,Oliver Jackson,United Kingdom,21,0.99,0.91,-520,342,9069,5609,6129,0.92,45,72,N/A,"{""2019"":0.8,""2020"":1,""2021"":0.9,""2022"":0.94,""2023"":0.93,""2024"":0.87}",131,"[""12374/Verdant"",""12542/GL Academy"",""13105/ALASKA""]",0,0,0,0,0,0,0,N/A
CYPHER,18571,Cai Watson,United Kingdom,22,1.07,0.99,-571,987,24680,16936,17507,0.97,53.9,77.1,0.99,"{""2019"":0.91,""2020"":0.94,""2021"":0.99,""2022"":1.01,""2023"":0.95,""2024"":1}",242,"[""11164/Into the Breach"",""12120/Orgless Heroes"",""12095/Into the Bin"",""11481/ex-Into the Breach"",""11785/Emps Kids"",""11389/RATIO'D"",""8276/calm"",""11029/ZJ"",""10734/Real Betis"",""6297/CeX"",""9553/Orgles5"",""7281/Bulldog"",""10033/BuzzKill"",""9844/Water Walkers"",""5996/TSM"",""12543/BLEED"",""12344/RAPTORS EC"",""12741/Rum Bumpers"",""13023/VFE"",""13002/UNPAID"",""12878/BC.Game""]",0,1,0,0,0,0,0,N/A
detr0ittJ,18610,Patrick Carvalho,Brazil,24,1.09,1.06,1201,690,16859,11539,10338,1.12,34.3,70,0.81,"{""2019"":0.84,""2020"":1.03,""2021"":1.02,""2022"":1.12,""2023"":1.04,""2024"":1.02}",277,"[""12393/Filhos de D10S"",""12677/Galorys"",""12491/2GAME"",""13137/Familia Maquininha"",""12722/E-Xolos LAZER""]",0,0,0,0,0,0,0,N/A
sk0R,18638,Tengis Batjargal,Mongolia,22,1.16,1.12,1464,570,14742,11469,10005,1.15,48.1,82.7,0.95,"{""2019"":1.07,""2020"":1.13,""2021"":1.14,""2022"":1.15,""2023"":0.95,""2024"":1.1}",188,"[""4863/TYLOO"",""11585/IHC"",""10796/Checkmate"",""11135/NKT"",""8607/D13"",""9100/2990"",""10430/Phoenix"",""12510/The Huns"",""12312/ATOX"",""12097/Eruption""]",0,2,0,0,0,0,0,N/A
Sm1llee,18643,Joona Holmström,Finland,22,0.97,N/A,-757,536,13766,8774,9531,0.92,53,70.4,1.03,"{""2019"":0.78,""2020"":0.91,""2021"":0.99,""2022"":0.96,""2023"":0.9,""2024"":0.9}",196,"[""11827/JANO"",""9648/KOVA"",""11017/VISU"",""7865/HAVU"",""10116/hREDS"",""10865/SAWO"",""7434/Conquer"",""6420/KoN Finland"",""12522/Heimo"",""12992/cspojat""]",0,0,0,0,0,0,0,N/A
hellzaoo,18652,Heloy Nelson,Brazil,25,0.97,N/A,-8,11,278,183,191,0.96,40.4,70,N/A,"{""2019"":1.03}",2,"[""12035/Hype"",""9888/New England Whalers""]",0,0,0,0,0,0,0,N/A
matusik,18663,Nikita Matusevich,Belarus,22,1.1,N/A,73,47,1231,868,795,1.09,31.1,72.6,N/A,"{""2019"":1.07,""2020"":1.44,""2021"":1.09,""2022"":1.17,""2023"":0.85,""2024"":0.77}",18,"[""12753/FORZE YNG"",""8135/FORZE"",""11651/CloudRunners"",""10961/The Incas"",""9887/Zorka"",""9490/FCDB""]",0,0,0,0,0,0,0,N/A
